compound_name,smiles,canonical_smiles,inchikey,source_dataset,source_record_id,column_name,column_chemistry,stationary_phase_type,mobile_phase_a,mobile_phase_b,ph,gradient_profile,initial_organic_pct,final_organic_pct,gradient_duration_min,total_runtime_min,temperature_c,flow_ml_min,injection_ul,ion_mode,precursor_mz,product_mz,rt_min,peak_area,peak_height,sn_ratio,tailing_factor,asymmetry,resolution,matrix,success_flag,quality_score,notes,missing_fields_count
Amitraz,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,QXAITBQSYVNQDR-UHFFFAOYSA-N,RepoRT:0045,0045_00016,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,13.91,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
1.4-Androstadiene-3.17-dione (Boldione),CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C,CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C,LUJVUUWNAPIQQI-UHFFFAOYSA-N,RepoRT:0045,0045_00017,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,9.82,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
2-Aminophenol,C1=CC=C(C(=C1)N)O,C1=CC=C(C(=C1)N)O,CDAWCLOXVUBKRW-UHFFFAOYSA-N,RepoRT:0045,0045_00018,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,1.44,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
2-hydroxysimazine,CCNC1=NC(=NC(=O)N1)NCC,CCNC1=NC(=NC(=O)N1)NCC,YQIXRXMOJFQVBV-UHFFFAOYSA-N,RepoRT:0045,0045_00019,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,3.33,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
3.4-dichloroaniline,C1=CC(=C(C=C1N)Cl)Cl,C1=CC(=C(C=C1N)Cl)Cl,SDYWXFYBZPNOFX-UHFFFAOYSA-N,RepoRT:0045,0045_00020,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,7.98,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
4-Acetylamino-Antipyrine,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C,OIAGWXKSCXPNNZ-UHFFFAOYSA-N,RepoRT:0045,0045_00021,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,3.87,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
4-amino-antipyrine,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,RLFWWDJHLFCNIJ-UHFFFAOYSA-N,RepoRT:0045,0045_00022,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,2.92,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
4-formylamino-Antipyrine,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC=O,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC=O,WSJBSKRPKADYRQ-UHFFFAOYSA-N,RepoRT:0045,0045_00023,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,3.78,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
6a-Methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,VHRSUDSXCMQTMA-UHFFFAOYSA-N,RepoRT:0045,0045_00024,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,9.42,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Abamectin B1a,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,RRZXIRBKKLTSOM-UHFFFAOYSA-N,RepoRT:0045,0045_00025,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,13.53,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Aceclofenac,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,RepoRT:0045,0045_00026,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,10.35,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Acephate,CC(=O)NP(=O)(OC)SC,CC(=O)NP(=O)(OC)SC,YASYVMFAVPKPKE-UHFFFAOYSA-N,RepoRT:0045,0045_00027,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,1.45,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Acepromazine,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,NOSIYYJFMPDDSA-UHFFFAOYSA-N,RepoRT:0045,0045_00028,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,8.97,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Acetaminophen,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,RZVAJINKPMORJF-UHFFFAOYSA-N,RepoRT:0045,0045_00029,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,2.4,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Acetamiprid,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,WCXDHFDTOYPNIE-UHFFFAOYSA-N,RepoRT:0045,0045_00030,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,4.99,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Acetochlor,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,VTNQPKFIQCLBDU-UHFFFAOYSA-N,RepoRT:0045,0045_00031,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,11.1,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Aflatoxin B1,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-UHFFFAOYSA-N,RepoRT:0045,0045_00032,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,7.97,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Aflatoxin B2,COC1=C2C3CCC(=O)C3C(=O)OC2=C4C5CCOC5OC4=C1,COC1=C2C3CCC(=O)C3C(=O)OC2=C4C5CCOC5OC4=C1,PFQXVIDDRHBAAU-UHFFFAOYSA-N,RepoRT:0045,0045_00033,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,7.55,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Aflatoxin G1,COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1,COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1,XWIYFDMXXLINPU-UHFFFAOYSA-N,RepoRT:0045,0045_00034,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,7.15,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Alachlor,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,XCSGPAVHZFQHGE-UHFFFAOYSA-N,RepoRT:0045,0045_00037,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,11.67,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Aldicarb,CC(C)(C=NOC(=O)NC)SC,CC(C)(C=NOC(=O)NC)SC,QGLZXHRNAYXIBU-UHFFFAOYSA-N,RepoRT:0045,0045_00040,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,6.2,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Aldicarb sulfone,CC(C)(C=NOC(=O)NC)S(=O)(=O)C,CC(C)(C=NOC(=O)NC)S(=O)(=O)C,YRRKLBAKDXSTNC-UHFFFAOYSA-N,RepoRT:0045,0045_00041,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,4.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Aldicarb sulfoxide,CC(C)(C=NOC(=O)NC)S(=O)C,CC(C)(C=NOC(=O)NC)S(=O)C,BXPMAGSOWXBZHS-UHFFFAOYSA-N,RepoRT:0045,0045_00042,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,2.54,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Allethrin,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,ZCVAOQKBXKSDMS-UHFFFAOYSA-N,RepoRT:0045,0045_00043,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,13.08,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Amidosulfuron,CN(S(=O)(=O)C)S(=O)(=O)NC(=O)NC1=NC(=CC(=N1)OC)OC,CN(S(=O)(=O)C)S(=O)(=O)NC(=O)NC1=NC(=CC(=N1)OC)OC,CTTHWASMBLQOFR-UHFFFAOYSA-N,RepoRT:0045,0045_00045,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,4.59,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Amoxicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,RepoRT:0045,0045_00047,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,4.61,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Amphetamine,CC(CC1=CC=CC=C1)N,CC(CC1=CC=CC=C1)N,KWTSXDURSIMDCE-UHFFFAOYSA-N,RepoRT:0045,0045_00048,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,3.59,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
Ampicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,AVKUERGKIZMTKX-UHFFFAOYSA-N,RepoRT:0045,0045_00049,Waters ACQUITY UPLC BEH C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A90.0 B10.0 C0.0 D0.0 flow0.3; 14.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 16.0min A10.0 B90.0 C0.0 D0.0 flow0.3; 18.0min A90.0 B10.0 C0.0 D0.0 flow0.3,10.0,90.0,14.0,18.0,,0.3,,unknown,,,4.95,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1016/j.scitotenv.2015.08.078; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",11
